date,videoId,authorId,username,videoLink,contentDescription,hashtags,musicAuthorName,musicTitle,musicId,captions,code_1,fieldNote_1,code_2,fieldNote_2,code_3,fieldNote_3,code_4,fieldNote_4,code_5,fieldNote_5,category,need,fieldnote_need
2023-10-23,7293236173353291038,6765280982964716549,charlie__chang,https://www.tiktok.com/@6765280982964716549/video/7293236173353291038,"An interview is conducted with a young female residing in Bali, who is employed as a front-end engineer. She discusses the accessibility of entering the field through a three-month boot camp, highlighting the feasibility of securing a remote position as a front-end engineer upon completion.

",#digitalnomad #remotework #bali,Charlie Chang,original sound,7269725971543034625,,DR-PSC,"The content is formatted as an interview specifically for TikTok, utilizing the platform's short-form video format, transcriptions and text highlights.",TA-RL,"The content leverages the relatable aspiration of becoming a digital nomad at a young age, emphasized by the caption's use of the ""🤯"" emoji",CAP-PC,"The content promotes both the bootcamp education model and the digital nomad lifestyle, serving as indirect promotion for the coding bootcamp.",ET-IC,"The subject constructs her identity as a young, successful digital nomad through her career transformation narrative.",,,Worker,Basic,"The content primarily focuses on the fundamental aspects of securing remote work and stable income through accessible education. The emphasis on the quick transition from bootcamp to employment, along with the flexibility of working hours, directly addresses the basic worker needs in the digital nomad framework."
2024-01-19,7325785853270183175,6572497742231568386,teeeseych,https://www.tiktok.com/@6572497742231568386/video/7325785853270183175,"Video logs documenting a visit to Yunnan, China, capture the scenic beauty of the province and the plethora of experiences garnered. Contrasting the visual splendor and the richness of memories, the accompanying music lyrically expresses a sentiment of solitude with the phrase, ""Yeah, I am so lonely""",#china #yunnan #solotravel #careerbreak #digitalnomad #dali #lijiang #shangrila #tengchong #kunming #tiktoksg #travelsg,Ryan.B & effie,No Reason,7246882745191090986,,DR-VS,"This content primarily focuses on visual narration, showcasing the scenic beauty of Yunnan, China. The video log format emphasizes the visual appeal of the province.",JN-TE,"The Journey Narrative of Transformative Experiences (JN-TE) is evident in the description of the ""plethora of experiences garnered"" during the visit. This suggests a personal growth aspect to the travel, which is further reinforced by the hashtags #solotravel and #careerbreak. The use of location-specific hashtags (#dali, #lijiang, #shangrila, etc.) and the #digitalnomad hashtag aligns with the Commercialisation aspect of Tourism and Commerce (CA-TC). ",CA-TC,"The use of location-specific hashtags (#dali, #lijiang, #shangrila, etc.) and the #digitalnomad hashtag aligns with the Commercialisation aspect of Tourism and Commerce (CA-TC). These hashtags serve a dual purpose: they aid in discoverability for those interested in specific locations while also positioning the content within the broader context of location-independent lifestyles.",TA-DI,"The use of a popular sound (220.8K videos) demonstrates the platform affordance of discoverability (TA-DI). The choice of the song ""No Reason"" by Ryan.B & effie, with lyrics ""Yeah, I am so lonely,"" creates an interesting juxtaposition with the solo travel theme. This contrast might be intentional, highlighting the complex emotions often associated with solo travel - the excitement of new experiences mixed with moments of solitude.",ET-SD,"The content also touches on Existential Themes of Self-Discovery (ET-SD), as implied by the combination of #solotravel and #careerbreak hashtags. This suggests a journey of personal exploration and potentially life-changing experiences.",Tourist,Esteem,"The content primarily focuses on documenting unique cultural and natural experiences in Yunnan, showcasing the creator's pursuit of authentic cultural immersion and distinctive travel experiences through visits to significant locations like Shangri-La, ancient towns, and natural wonders."
2024-01-15,7324439734401453345,6805090086267487238,carladomenechp,https://www.tiktok.com/@6805090086267487238/video/7324439734401453345,"Female vlogger showcase herself back-packing solo, showing her two huge backpacks, walking through the airport, sitting in the airplane and drinking coffee. She is filming the skies outside the airplane and declaring that she is going to travel for one month now.",#viajar #viaje #solotravel #digitalnomad #viajesentiktok,Haziel 💋 (fan account of Cristiano Ronaldo),"Original: Paloma Faith, only Love can Hurt like this",7030869625303517186,"[If you have the courage to get on a plane alone, believe me, you are capable of everything🦋]",ET-IC,"The content strongly emphasizes Identity Construction thropugh the solo travel narrative, the butterfly emoji and empowering message suggest themes of Self-Discovery",JN-TE,"The transformative nature is implied through the empowering caption ""if you have the courage to board a plane alone, believe me, you're capable of anything, pointing out precarious aspects of traveling (uncertainties).",TA-DI,Discoverability through strategic use of both Spanish and English hashtags and a popular sound (76.6K uses) ,TA-RE,Also the choice of a Paloma Faith song through a fan account Haziel shows the platform's Reusability feature,,,Tourist,Safety,
2024-01-03,7319659007067606277,6798297387447092229,july.health,https://www.tiktok.com/@6798297387447092229/video/7319659007067606277,"A video features a young Asian woman addressing the camera, stating that if you are in the public service healthcare job, experience unhappiness, facing bullying and burnout, quit and go to another place, there is the scarcity of healthcare workers and nurse shortage.The creator advices to get the job that will treat you well and pay well.",#healthcareworkers #burnout #nursing #remotework #workfromhome #buildyourdreamlife #digitalnomad #nursetok #foryou #fyp,july health,original sound,7251206188728093483,['PSA to healthcare girlies'],ET-SD,The content focuses on personal transformation through career changes and discovering one's worth in the healthcare profession.,JN-TE,The video advocates for a transformative journey from unhappy healthcare work situations to better opportunities.,ET-CT,"The content addresses professional identity reconstruction, encouraging healthcare workers to redefine their relationship with their profession.",TA-RL,"The video uses relatable experiences (burnout, workplace bullying) and specific hashtags (#healthcareworkers, #nursetok) to connect with its target audience.
",,,Worker,Safety,"The content's core message revolves around leaving toxic work environments for safer, more stable opportunities, making workplace safety and stability the predominant theme. The hashtags #burnout, #remotework, and #workfromhome further reinforce this focus on creating a safer, more sustainable work environment."
2023-12-16,7313182660824763691,7122162790249432107,juliosantosdesoto,https://www.tiktok.com/@7122162790249432107/video/7313182660824763691,"A young American creator, engaging with the camera while consuming food, articulates that he allocates ample time for self-care by adhering to a schedule where he awakens at 08:30 Central European Time and commences work at 14:00 for US clients, in the comments he admits that he has double citizenship, he owns a gym coaching business and works only 4-5 hours a day.",#livingabroad #spain #digitalnomad  #remotework,Julio Santos-De Soto,original sound,7255108719233551110,['#1 Reason I Love Living In Spain'],ET-SD,"The creator's emphasis on self-care routines and deliberate lifestyle choices demonstrates a journey of self-discovery, particularly through the structured morning routine starting at 08:30 CET. This represents the top level of the Worker hierarchy of needs- self-actualization through work-life balance.",LC-PF,The flexible work schedule of 4-5 hours daily and the strategic timing of work at 14:00 CET for US clients exemplifies the digital nomad's pursuit of location independence. This addresses both the Worker and Tourist basic needs through income generation and lifestyle flexibility.,ET-IC,"The creator's dual citizenship status and integration into Spanish life while maintaining US business connections shows a complex identity construction. This spans across both Migrant and Worker categories, particularly in the esteem level through cultural adaptation.",CA-TS,"The creator's dual citizenship status and integration into Spanish life while maintaining US business connections shows a complex identity construction. This spans across both Migrant and Worker categories, particularly in the esteem level through cultural adaptation.",CA-PC,"The use of specific hashtags (#livingabroad, #spain, #digitalnomad, #remotework) and the caption ""#1 Reason I Love Living In Spain"" demonstrates strategic content positioning. This content serves multiple hierarchical needs across categories, particularly addressing the esteem level of both Worker and Tourist categories through professional networking and cultural immersion.",Worker,Self-actualization,"The creator has successfully designed a lifestyle that optimally balances personal well-being with professional success, demonstrating mastery over work-life integration and meaningful career choices."
2024-01-05,7320758154642476290,7029022774958687237,cultureseekermark,https://www.tiktok.com/@7029022774958687237/video/7320758154642476290,"An American vloger discusses the culinary diversity in Brazil with focus on meat and the array of meat types available in the country. In his commentary, he responds to inquiries or comments from a private account, which cannot be accessed for review. The creator showcase the variety of South American cuisine, cultural aspects of eating some dishes on the specific days of the week and highlights the interest in exploring and understanding the rich food culture of Brazil from an international perspective.",#brazil🇧🇷 #digitalnomad #brazilianfood #churrasco #pãodealho #ceviche,ciaffa,Aruarian Dance,7239132222652042026,"['Reply to Dora's content', 'Talk about the Food']",HE-CE,Hedonistic exploration with focuses on local food. Risk of superficial engagement with local cultures through food. Showcases local culture. Potential for cultural commodification.,JN-EP,Episodic progress (Ongoing exploration of local cuisine),DR-CA,Demonstrates cultural experiences through culinary experiences while maintaining cultural authenticity in its representation.,TA-DI,Discoverability: Use of relevant hashtags: #brazil🇧🇷 #digitalnomad #brazilianfood,,,Tourist,Esteem,"The content focuses on experiencing and sharing authentic cultural elements rather than basic tourist needs or self-actualization aspects. The creator is actively engaging with and documenting Brazilian culinary traditions, demonstrating cultural immersion and appreciation rather than surface-level tourism."
2023-08-22,7270151331506179370,6755306288669115397,wholistickait,https://www.tiktok.com/@6755306288669115397/video/7270151331506179370,"An American female vlogger consumes ice cream in Italy, asserting that GMO foods are banned there, which has influenced her decision to relocate from America in pursuit of a healthier lifestyle. ",#europe #europeansummer #europeanhealth #traveltiktok #wellnesstravel #glutenfree #toxins #chemicals #bpa #syntheticfood #realfood #cleaneating #nongmofoods #italy #rome #wellness #holistichealth #movefromamerica #digitalnomadlife #movetoitaly #americaninitaly #digitalnomad #fyp #healthcare #healthy,Nicki Minaj & Ice Spice & Aqua,Barbie World (with Aqua) [From Barbie The Album] [Extended],7291731795563793184,,ET-IC,The creator actively reconstructs her identity through the narrative of leaving America for a perceived healthier lifestyle in Italy,DR-IE,"The content presents an idealized view of European food standards and lifestyle, particularly emphasizing the GMO-free aspect as superior to American standard",HE-CE,The ice cream consumption serves as a central element to demonstrate the perceived quality of Italian food products,ET-SD,The creator frames her relocation decision within a broader journey of self-discovery and lifestyle transformation,,,Pilgrim,Self-actualization,"The creator frames her relocation not merely as a geographical move but as a transformative journey towards what she perceives as a more enlightened and healthier way of living.The emphasis on wellness, clean eating, and lifestyle transformation suggests a quest for personal enlightenment and life improvement rather than purely practical or tourist-oriented motivations."
2023-10-19,7291740800981978401,96417540804964352,carla.koenig,https://www.tiktok.com/@96417540804964352/video/7291740800981978401,"A destination video showcases the allure of beach life, surf culture, and various accommodation options, presented through a sequence of changing images. This same video, however, appears reposted by a different author, suggesting the content's shared appeal and potential for broader dissemination among audiences interested in travel and leisure destinations.
",#costarica #santateresa #surftown #digitalnomad #traveltiktok,Yugen,afterlife x jacob and the stone,7270181520936028970,,DR-VS,Through its sequence of changing images that capture beach life and surf culture the contenrt has characteristics of visual narrative. This technique is fundamental to how the message is conveyed.,CA-TC,"Emerges as a significant code, manifested in the presentation of accommodation options and the destination's appeal as a surf town. The commercial undertones are subtly woven into the destination showcase.",SY-SL,"Symbolism is evident in the portrayal of beach life and surf culture, which serve as powerful symbolic representations of the desired lifestyle and destination appeal. These landscapes act as visual metaphors for freedom and adventure.
",DR-IE,"The code is reflected in the curated presentation of the destination, showcasing an idealized version of beach and surf life. This idealization is reinforced through the content's viral sharing pattern.",,,Tourist,Basic,
2023-10-17,7290960303662157099,6989348135571178501,letterstoyoublog,https://www.tiktok.com/@6989348135571178501/video/7290960303662157099,"Photolog rapidly alternates between images of destinations and culinary delights in Thailand, providing viewers with a visual summary of what a week's expenses might entail in the country. This overview includes the costs associated with accommodations, local transportation, meals, and attractions, offering a comprehensive glimpse into the budget required for living in Thailand over a seven-day period.",#phuketthailand #howmuchispendinaweek #travelphuket #howmuchispend #howmuchispent #costofliving #phuketthailand #thailandtiktok #blackinthailand #blackinphuket #digitalnomad #traveltiktok #moveabroad #budgettravel,Unreleased Radio,original sound,6941249468143306754,"['How Much I Spent\nin', 'PHUKET, THAILAND']",HE-SA,Sport Activities: Showcases sports or adventure. May glorify risk-taking behaviors.,TA-DI,Visual-aural primacy: Emphasizes visual/audio elements. Could prioritize aesthetics over substance.,,,,,,,Tourist,Basic,"While the content does touch on unique experiences and cultural immersion (Esteem level), the predominant focus remains on helping viewers understand and plan for their basic needs during their stay in Thailand"
2023-12-03,7308285187652177154,7133979004021392410,doodskiee,https://www.tiktok.com/@7133979004021392410/video/7308285187652177154,"The vlog involves a group of Filipino friends navigating a street while discussing the cultural differences they've encountered living in Spain, such as the custom of eating dinner at 10 pm. The conversation alternates among the friends, each contributing their observations and experiences. This exchange is a trend on TikTok, a serie of memes that highlight the distinct aspects of some identity with a common grammar: ""We are X, ofcourse we are doing Y""",#fyp #seville #sevillespain #andalucia #livinginspain #werelivingin #spaingoals #foryoupage #europe #digitalnomad #digitalnomadlife #digitalnomadspain #digitalnomadsph,Doods | Digital Nomad 💻 🌍,original sound - Doods | Digital Nomad 💻 🌍,7184826919282542593,"['WE’RE LIVING IN SPAIN…', 'we take 20,000+ steps \nper day.', 'but we don’t \nunderstand Spanish.', 'we say “si” even when we don’t understand', 'so we sleep at 2pm,\nand wake up at 4pm', 'we eat bread with olive \noil and salt everyday', 'we eat dinner at 10pm', 'we say “madre mia” when \nwe want to curse', 'we eat tapas ✨', 'we say “venga” \nor “vamos”', 'we say “hola!” and \n“que pasa?”', 'we drink beer at 11am'], ['We’re living \nin Spain…'], ['WE’RE LIVING IN SPAIN…', 'we take 20,000+ steps \nper day.', 'but we don’t \nunderstand Spanish.', 'we say “si” even when we don’t understand', 'so we sleep at 2pm,\nand wake up at 4pm', 'we eat bread with olive \noil and salt everyday', 'we eat dinner at 10pm', 'we say “madre mia” when \nwe want to curse', 'we eat tapas ✨', 'we say “venga” \nor “vamos”', 'we say “hola!” and \n“que pasa?”', 'we drink beer at 11am'], ['We’re living \nin Spain…']",HE-SE,Shared Experiences & Bonding: Depicts social interactions. Might present transient relationships as deep connections.,HE-CE,Cultural Experiences: Showcases local culture. Potential for cultural commodification.,TA-DI,Discoverability: Uses hashtags for visibility. Could lead to content homogenization.,,,,,Migrant,Social,"The content primarily addresses the social integration needs of migrants, showing how shared experiences and group discussions about cultural differences serve as a mechanism for building community and establishing social connections in a new country."
2023-11-20,7303453513995078955,7287458695939146798,nomads566,https://www.tiktok.com/@7287458695939146798/video/7303453513995078955,"Video that showcases the daily life of a local middle east household, including cleaning their house and sharing a meal. A window into the culture and everyday routines of the local community with a glimpse of local customs and family dynamics and the value of communal living. No participation from the vlogger, just observation.",#TravelNomad #WanderlustVibes #ExploreTheWorld #AdventureTime #DigitalNomadLife #TikTokTravel #NomadicAdventures #RoamingFree #TikTokWanderer #Globetrotting #VanLifeVibes #BackpackerLife #TikTokExplorer #NomadCommunity #TravelDiaries #TikTokJourney #WildernessWanderer #LifeOnTheRoad #NomadicCreativity #AdventureAwaits #NomadLife#Wanderlust#DigitalNomad #TravelGoals #VanLife #AdventureLife #ExploreMore #RoamingNomad #LifeOnTheRoad #Globetrotter #TikTokNomad #NomadicSpirit #FreedomLifestyle #Backpacking #WildernessLife #TravelInspiration #RemoteWork #NomadicCommunity #SustainableLiving #TikTokAdventures #NomadLifeAdventures #RoamingFreeVibes #WanderlustNomad #ExploreDreamDiscover #VanLifeMagic #NomadicSoul #OnTheRoadAgain #DigitalNomadLife #TravelingNomad #NomadSpirit #NomadAdventures#WanderingSoul #ExploreTheWorld #VanLifeDreams #RoamWithPurpose #NomadicJourney #TravelTribe #WanderlustVibes #DigitalNomadLife #GlobeTrotter #OnTheRoadLife #AdventureSeeker #NomadSpirit #FreeSpiritLife #DiscoverTheUnknown #OpenRoadLiving #TravelNomadically #NomadAdventureTime #ExploreInspireRepeat #NomadDreaming #VanLifeMagic #JourneyBeyond #NomadSoul #AdventuresAwait #TravelingNomad #NomadLifeDiaries #WanderWithPurpose #VanLifeCommunity #NomadLifeEscape,Nomads,original sound,7142545715356568325,,HE-SE,Shared Experiences & Bonding: Depicts social interactions. Might present transient relationships as deep connections.,HE-CE,Cultural Experiences: Showcases local culture. Potential for cultural commodification.,DR-CA,Cultural Authenticity through its unfiltered observation of genuine Middle Eastern household routines.,SY-RB,Ritualistic Behaviors in the form of daily cleaning and meal sharing practices. The emphasis on communal living and family dynamics aligns with Shared Experiences,,,Migrant,Social,"The content primarily addresses integration into the local community through the lens of authentic daily life and cultural practices, serving as a window into genuine community living and social customs."
2023-11-22,7304357264880651553,6915560887793550342,portugalimmigration,https://www.tiktok.com/@6915560887793550342/video/7304357264880651553,"The video captures a dinner gathering of Pakistani men and a monologue by their chairman, addressing several important themes for the community.
The chairman emphasizes the strong connection among community members, mentioning that there are countless stories to share about their shared experiences. He speaks about the challenges faced by the community, including deaths of family members, health issues such as cancer, and complications related to documentation (Article 122).
In his address, the chairman encourages all those present to help in any way possible, guide those who need assistance, and maintain the spirit of community service. He stresses the importance of integrity within the group, stating that they do not accept money for their services and that members who charge for services cannot remain in the group.",#fyp #foryoupage #foryourpages #foryoupage #portugal #for #foryou #foryour #foryourpage #job #jobseeker #jobseekervisa #portugal🇵🇹 #pakistanisinportugal #adeelehsan #adeelehsanportugal #portugalimmigration #portugalimmigration2023 #portuguese #language #goldenvisa #d7visa #apma #sef #viral #trend #toptrending #portugalimmigration #portugalpassport #portugaltravel #portugalvisa #portugalgoldenvisa #goldenvisaportugal #portuguesapotencia #portugese #portugal #ukimmigrationlawyer #ukimmigrationlawyers #portugalmigration #visafreetravel #visafreetravels #portugaltours #ukinnovatorvisa #ukbusinessimmigration #portugalbusiness #d2visa #d7visa #d7visaportugal #switzerland #travel #visafreecountries #portugalvisaupdate #ukspousevisa #portugaltourism #portugaltiktok #aima #mostviewed #1millionaudition #adeelehsan #viral #viralvideo #sis #schengeninformationsystem #aima #studyingabroad #studyinportugal #studyvisa #d7 #d7visa #d8 #d8visa #d2 #d2visa #d3 #d3visa #d4visa #d4 #digitalnomad #digitalnomadvisa #techvisa #visa #desaurpardes #desaurpardesse #capcut,🇵🇰 Adeel Ehsan 🇵🇹,original sound,7256618344751565610,,ET-IC,The chairman's speech emphasizes the formation and maintenance of a collective Pakistani identity in Portuga,SY-RB,"The strong emphasis on community bonds and shared experiences reflects Ritualistic Behaviors, evident in the formal dinner gathering and communal support system",TA-DI,"The extensive use of hashtags and platform features indicates TA-DI (Discoverability), strategically increasing the content's visibility within the digital nomad and immigration discourse.",JN-EP,"The discussion of documentation challenges and health issues corresponds to JN-EP (Episodic Progress), highlighting the ongoing journey of community members.",,,Migrant,Safety,"The video's central theme of community support in navigating both bureaucratic challenges and personal hardships, which directly addresses the core needs outlined in the Migrant framework for Safety."
2023-07-23,7258945021586590982,6804409646707753985,accesstravelph,https://www.tiktok.com/@6804409646707753985/video/7258945021586590982,"A female creator narrate her story heaviliy mixing filipino and english language and telling the array of experiences she gather during the past 12 years, from being accused to be a spy to adopting travel as a dual facet of work and lifestyle. She outlines 5 most shoking experiences she had while travelling, marking the first as aquitance with LBQT cultures,where he saw a LBQT parade in Spain, participating in the African rituals, meeting Amazone tribes and different dating cultures. At the end she promotes her channels for more rewarding stories about traveling the world.",#AccessTravel #Access360 #AngelyDub #AngelyTalks #travel #cultureshock #solottravel #digitalnomad #femaletraveler,Lady Aqua,Barbie Girl,7164309656964171778,['travel culture shock \ninternational culture shock \nculture shocks \ntravel and cultures \nreverse culture shock \ntravel culture \nbeautiful culture shock \nculture shock in different countries \nculture shock events \nwhat is culture shock \ntravellers culture \nculture shock sound \nculture shock reverse \nlgbt \ndetain airport \ntravel \nsolo travel \ndigital nomad \nfemale traveler '],JN-PG,Personal Growth: Focuses on self-improvement. Could promote individualistic values over collective growth.,CA-PC,Promotional Content: Includes sponsored material. Blurs lines between genuine content and advertising.,TA-RL,Relatability: Aims to be relatable. May oversimplify complex experiences for mass appeal.,,,,,Tourist,Esteem,"The content primarily showcases the creator's collection of unique cultural experiences and deep cultural immersion across various countries and contexts, which directly aligns with the Tourist-Esteem category's focus on unique experiences and cultural immersion. Her storytelling emphasizes the extraordinary nature of these encounters rather than basic travel needs or spiritual seeking, making it distinctly about cultural exploration and personal growth through unique travel experiences.

 "
2023-07-13,7255203763470732546,7246412537133532165,itznataliegrace,https://www.tiktok.com/@7246412537133532165/video/7255203763470732546,"A female vlogger shares her narrative of making a transformative decision to store all her possessions and embark on a year-long journey, planning to visit 12 countries over 12 months. ",#digitalnomad #fulltimetravel #travel,Gustixa,Somewhere Only We Know,7313182779431750446,,JN-TE,Transformative Experiences: Content describes life-changing events. May oversimplify complex life changes.,ET-SD,The content indicates a deliberate quest for self-discovery and deeper purpose,SY-RB,The systematic approach of the journey - the symbolic choice of 12 months and 12 countries demonstrates ritualistic planning,JN-PG,"The intentional decision to break from routine life patterns, storing possessions, and embracing a nomadic lifestyle for a defined period",,,Pilgrim,Self-Actualization,The content focuses on a clear indicators of seeking enlightenment and personal growth through a structured journey of 12 month. The radical decision to store possessions and commit to a year-long journey demonstrates a quest for deeper meaning and personal evolution.
2024-01-03,7319955464068795690,6913017967311881222,ssandra.i,https://www.tiktok.com/@6913017967311881222/video/7319955464068795690,The creator is role-playing - bargaining about the silk scarf with a Arabic seller first in English and then suddenly give a very low offer in Arabic and wins it.  Highlighting the necessity to speak a local language to get the best deals and win in the negotiations.,#egyptian #speakingarabic #haggling #negotiating #bargaining #skit #skits #travelhumor #travelmemes #digitalnomad #digitalnomadlife,sandra | full time travel ✈️,original sound,7251275594149743402,['POV: you switch back from American to Egyptian'],JN-TE,"The transformation from tourist to culturally-aware traveler represents a Transformative Experience (JN-TE), illustrating Personal Growth through language acquisition and cultural understanding",DR-PSC,"The video employs Platform-Specific Content through its POV format, role play and hashtag usage.  ",DR-VS,In the role-playing structure Visual Storytelling ,DR-CA,The video maintaining Cultural Authenticity through the realistic portrayal of market interactions in local language.,ET-IC,The video touches on Identity Construction through the creator's dual cultural presentation. The ability to switch between American and Egyptian personas demonstrates the complex nature of nomadic identity formation.,Migrant,Esteem,The creator demonstrates how language skills and cultural understanding lead to tangible benefits and successful navigation of local customs.
2024-01-16,7324793317743529218,6936292563263931393,nicbalz,https://www.tiktok.com/@6936292563263931393/video/7324793317743529218,"A Filipino vlogger shares his journey of facing multiple job rejections, which eventually steered him towards self-employment. Overcoming these challenges, he achieved success, demonstrated by the middle class consumptions patterns such as eating out, traveling, purchase of a real estate and a car for his family. The emphasize of the video is that success as freelancer is possible, thanks to the god leading one to his goal.",#pinoyfreelancer #digitalnomadlife #digitalnomad #freelancing #freelancer #pinoyinspain #freelancingjourney #virtualassistant #virtualassistantjourney #pinoyvirtualassistant #teacher #languageassistant #redirection ,TONEEJAY,711 by TONEEJAY Acoustic,7066849701269605166,"[I graduated as accountant and I dreamed to get a CPA, but I did not have the money to pay for the review center], [I did a self-review and tried to pass CPA exam, but it did not go well], [I tried again, but i have to pay for the review and also work to help my family], [I did not pass the CPA examp but my mom and dad said it was Ok and I should try again], [I resigned from the bank I was working for 2 years, but it was only minimum wage. For my last salary I bought a laptop], [I could not find an online job right away, so I started as online English teacher to put ends meet], [I had so many interviews - any online job - I applied], [I also accepted a freelance gigs while I was looking for a client], [that's onather inreview and endless rejections], [I f[inally found my 50 fiorst clients and I told myself it will be better from now], [first salary in freelancing and of course me and my family were celebrating], [I added more clients and my dad is very supportive and my workstation is in order], [I decided to go to law school, but did not finish, it was not for me I am tired of studying, I am just a little man after all], [I continued freelancing and spoil my parents, every week we eat out], [I told myself that I will continue spoil my parentsa, I want them to try everything they did not try yet]; [we opned a small grocery for extra income aside of freelancing], [this is my mom first birthday when she invited many friends, she was happy but I was happier], [ofcourse my dad had a birthday too, I told he should get used to celebrations], [I bought some land, so that I can ses some results of my freelancing], [I also bought a condo as I an investment in real estate], [I bought a 2-story house and also buying a house we ere renting now], [and also bought a car for them, my dad i a jeep driver and wil be happy to drive his own car], [we spent chistmas abroad], [but I know something is missing, i want to go abroad and see the world. So I asked my family and my clients], [and I came to Spain and still freelancing, but i also started as English languange assistant], [Spain is beautiful], [I reach English here in Spain, the course is far better compared to my college course], [I still continue as freelancer but with my laptop at another part of the world], [I am happy here in Spain and my students love me so that I have been featured in the local newspaper], [heartwarming letters from Spanish students], [I also built a community here in Spain, they are former english language assitants], [I also traveled with friends in Philipines], [and traveled with my college troops, they are all CPA's], [before the end of the year I had been travelled to 13 countires and seen the world. I live now in Spain and I don't know how I get to this point, there were many redirections but I have accepted them all], [but it allbecause of you  (god) thank you so much]",JN-TE,"The creator's transition from traditional employment to freelancing represents a significant transformative experience, marked by overcoming multiple rejections and eventually achieving success as a digital nomad.",JN-EP,"The narrative follows clear episodic progression: from the Initial struggle with CPA certification and low waged bank employment period, through the transition to freelancing and achievement of financial stability to the geographic mobility to Spain.",ET-IC,The content strongly demonstrates identity construction through the creator's professional metamorphosis.,DR-CA,Cultural authenticity manifests through the creator's usage of personal photos in a rolling projection.,TA-DI,"The sound is a song 711  by TONEEJAY Acoustic used in 78K video and representing muni muni style of filipino pop-music. TONEEJAY sings about his dreams of buying a house in Santa Rosa, owning a car, and traveling the world with his significant other. The chorus emphasizes his desire to provide the life his partner wants, repeating the line ""Gusto kong ibigay ang buhay na gusto mo"" (I want to give you the life that you want).",Pilgrim,Self-actualization,"While the content also touches on Worker needs (career development and income) and Migrant aspects (achieving stability in life), the dominant narrative is one of spiritual and personal transformation. The emphasis on divine guidance and the framing of success as part of a larger spiritual journey makes this primarily a Pilgrim's tale of self-actualization."
2024-01-14,7323768697330421024,6859060053544420358,daisystraveldiaries,https://www.tiktok.com/@6859060053544420358/video/7323768697330421024,"The female creator recounts her experience of ending up alone on a coconut boat during a solo trip to Vietnam. As a digital nomad accustomed to working from hotels or private rooms, she no longer opts for dormitory accommodations, preferring privacy for her work during the day or evening. Enthusiastically signing up for a coconut boat trip and cooking class to engage in a communal activity, she found herself single on a two-person boat as others had already paired up. Initially indifferent to being alone, she sensed pity from the couples around her. However, the situation quickly turned joyful as she and her boatman, despite the language barrier, shared continuous laughter, even involving his friends in their amusement. Following the boat adventure, the cooking class offered an opportunity for social interaction, where she met a variety of interesting individuals. She concludes by encouraging her audience to embrace solo travel, engage with locals, and enjoy spontaneous moments of fun. Additionally, she mentions her upcoming group trips to Nepal and Thailand, inviting others to join her for an experience filled with laughter and camaraderie.",#digitalnomad #solotravel #locationindependent #travelgirlsgo #digitalnomadgirls,Nicki Minaj,FTCU,7248690535024560901,"['POV: you’re the only solo one on your tour so have to ride the coconut boat alone 😢', 'THANK GOODNESS!', 'You ended up having more fun than anyone else & making a new best mate 😆', 'Your sign that solo travel is not lonely or boring SO BOOK THAT TRIP BEBEH!', 'Follow for more adventures in my next country: Sri Lanka!']",JN-TE,The content strongly demonstrates JN-TE through the creator's transformation from feeling isolated to finding joy in the solo experience and manifests in the creator's ability to overcome social awkwardness and embrace the solo. adventure,TA-DI, Visula -aural primacy is shown through strategic choice of viral sounds (167.7K and 435.7K usage). ,HE-SE,"Shared Experiences & Bonding: Depicts social interactions, prominent in the shared laughter and bonding with the boatman despite language barriers. Might present transient relationships as deep connections.",DR-PSC,"The content primarily emphasizes journey narratives and digital representation, while effectively utilizing platform affordances to convey the message. The transformation from potential isolation to joyful connection forms the core narrative, supported by sophisticated platform-specific optimization techniques.",,,Tourist,Social,"While there are elements of Tourist - Esteem (cultural immersion through local activities) and Tourist - Self-actualization (personal growth through solo travel), the dominant theme is about making social connections, both with locals and fellow travelers."
2023-08-22,7270181456050261291,6904832442135233542,drifterkait,https://www.tiktok.com/@6904832442135233542/video/7270181456050261291,"The video, featuring a beverage alongside a meme of Michael Scott, a character from ""The Office,"" uses a quote saying, ""My understanding is that I am not going to be managed."" This combination humorously juxtaposes a casual or leisure scene with a declaration of independence and resistance to conventional management, reflecting the character's iconic and comedic assertion of autonomy.",#vacationhumor #travellifestyle #digitalnomad #traveltiktok,Kait | Travel & Adventure,original sound,7251942631273057050,,DR-PSC,"The use of a popular meme featuring Michael Scott demonstrates platform-specific content adaptation, particularly in how it resonates with TikTok's audience through familiar pop culture references.
",LC-PF,Personal & Spatial Freedom: Emphasizes freedom. Might ignore privileges that enable this lifestyle.,JN-PG,"The content reflects personal growth through the assertion of independence from traditional management structures, symbolized through the humorous quote.",DR-VS,"The visual storytelling combines the beverage shot with the meme to create a narrative about leisure and work independence.
",,,Worker,Self-actualization,"The content humorously addresses the pursuit of work-life balance and freedom from traditional management structures, which are key aspects of self-actualization in the digital nomad work context. "
